adj_polaridade_positiva,pont_repetida,entidade_nomeada,disparadores,expressoes,letras_repetidas,palavras_repetidas,aspas,intensificadores,modificadores,liwc,rotulo,sentenca
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,Parece estar no Reino da Dinamarca.
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,"Esta conversa pra jornalista sabonete ouvir, é forçada e manipulada."
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,"Que coisa mais corrupta, dentro de um novo pacote de amorização, palavra única que traduz envolver num clima de muito amor."
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Dilma elogiando o Congresso porque votaram?
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,pedindo pazes com Temer tipo jardim da infância?
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"O problema deste golpe que existe claramente, é que é um golpismo em série, sempre utilizando uma nova manobra ou macete, uma pedalada pode ser, onde cada ato, cada discurso, cada medida contém uma finalidade que leva a manutenção do cargo."
0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,"Aliás, só meia dúzia de gatos pingados da classe média alienada, foram à av paulista e Copacabana fazerem papel de bobos babões."
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,incompetenta.
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Alguém explica pra Pamonha que remédio amargo deve ser dado de uma vez e se quiser fazer reforma trabalhista gradual vai terminar seu mandato sem fazer coisa nenhuma e com o filme mais queimado ainda.
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,Passaremos a amá-la incondicionalmente.
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,"Bem ao contrário do fh, aecin, cunha, temer, queridos de parte da classe média alienada."
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,Nada de irregular? kkkk
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,Os pobres esse ano vão se lascar só do bolsa família são 10 bilhões a menos e a conta de luz está uma maravilha para eles assim como a inflação.
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,Reforma da Previdência gradual é para não ser feita..
0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,Conversa digna de um ser unicelular!!!
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,"Afinal, o P TTT tirou o Color apesar de gostar muito dele, né?"
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,"Presidente Dilma, desapega criatura."
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,Avante STF!!!
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,bla bla bla bla bla bla dilmentiras
0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,"Não só porque elá é uma phetheba de carteirinha mas porque ela é incompetente, pela completa falta de visão, pela política externa totalmente fora de eixo, por mentir descaradamente durante a campanha, por usar dinheiro ""suspeito"" nessa mesma campanha, por ter vários ministros envolvidos em escândalos, por pertencer a um partidinho saphado cujos tesoureiros são mais saphados ainda..."
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Quer mais ?
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,"Algum tempo atrás, antes do advento do CD, a gente diria: 'vira o disco dona Dilma'."
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,Ó mainha!
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Entre esses espinhos o perfume de rosa verde amarela ainda despertará?
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"OBS. Olha a prometida Plantação de Felicidade di mainha p/ bom povo. MG descansar : híbrido Pimental + Pepinal, além do Mandiocaço!"
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Golpe é represar aumentos de tarifas e pedalar para reeleger-se.
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Golpe é aparelhar o Estado para anular o efeito das investigações.
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,Golpe é proteger os responsáveis pelos desvios.
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Golpe é não assumir a responsabilidade do cargo.
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,Golpe é fazer acordos inconfessáveis com ditadores de países mais pobres para financiar obras com recursos públicos e lavar os recursos da corrupção.
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,Golpe é jogar deliberadamente o país na recessão e continuar no poder.
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Golpe é comprar pelo que não vale e deixar passar.
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,Ainda estão falando em impeachment?
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Esperem 2018 e ganhem nas urnas.
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"OBS. Olha a prometida Plantação de Felicidade di mainha p/ bom povo. MG descansar : híbrido Pimental + Pepinal, além do Mandiocaço!"
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,Vira o disco...
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"Menos quando seu partido e ela mesma (era uma zé ninguem na época então não dá prá falar) pediram o impeachment do Color, do Itamar e do FHC. Aí, não era golpe."
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,Está falando de cátedra.
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,De golpe a terrorista entende.
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"Chove no molhado, nada de novo, aliás não ganhou e nem vai ganhar nada, seu discurso é desconexo e também mal assessorada."
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"É da velha guarda do PT, pode ser no máximo representante do seu estado natal."
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,O Brasil precisa de um Estadista e não de uma historiadora.
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,Essa senhora apareceu?!
0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,"Até hoje nunca ouvi uma vírgula dela sobre o ocorrido... a defesa ambiental só serve de discurso em época de eleição, não é?"
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Teu discursinho só engana os inocentes...
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,Uma correção oportuna: ela nunca teve liderança alguma!
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,"Mas fique tranquila ...voce, com seu linguajar empolado, também não!"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,Liderança política; ela já teve isso?
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,Ela sabe o que é isso?
0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,Se a Marina estivesse no lugar da Dilma ela teria sido comida com angú.... acha que está preparada mais não está.... apoia candidatos sem conhecê-los como Aécio Neves hoje junto com seu partido citado por delatores por serem beneficiados nos esquemas de corrupção contra o povo brasileiro....
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,"Ela nunca teve, foi robo do Boka de Kana."
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,Liderança política no congresso é sinônimo de chefe de quadrilha.
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,Antes tarde do que nunca.
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,"Ela acordou, finalmente."
0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"""...""guiada"" por uma ilegal e constrangedora 'eminência parda...'"
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,É verdade Marina ?
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,Só agora que você percebeu ?
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Todo mundo sabe que quem manda no país de verdade não tem o mindinho.
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Socialismo e Liberdade'...
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,Faltaram duas perguntas inocentes:
0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,Lúcida?? Hahahahahahhahahahah ...
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,1.0,"Cuba e Venezuela tem ""democracia""??"
0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,Da democracia socialista em que idolatram picaretas no poder pela ignorância do povo???
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,"Santa ignorância de Esquerda Caviar, só tem frustrado mesmo com a vida."
0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,"Expermentemos discutir política ou economia, de maneira educada, com esquerdistas: já começam 'coxinha', 'reacionário', 'fascista'..."
0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,"O herói da pátria, José Dirceu, quando pediu o impedimento de FHC em 1999 declarou que governista que falava em ""golpe"" era ""falta de assunto""...."
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Deseja circo ver fogo .
0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,"Veja, a Cidadã nada mais é que filha de BOM político, igualzinha as FAMÍLIA dos político TRADICIONAL do BRASIL, não sabe fazer nada, então vai ser POLÍTICO, esta no SANGUE!!"
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Essa Luciana é a socialista que usa iMac do grande Steve Jobs?
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,Parabêns.
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,Agora vai!
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Belas referências.
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,"E com essa medida, ela que tanto se ""preocupa"" com as finanças públicas, dá as costas ao ajuste fiscal e compra o apoio de que precisa no Congresso, para se livrar do impeachment."
0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,"Não bastam salários polpudos para os parlamentares, nem gabinetes luxuosos, nem hordas de funcionários pagos com dinheiro público.... Tem que jorrar dinheiro para ""bases"" dos srs. deputados e senadores."
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"Viva a Corrupcao, o Pais de babacas onde vivemos."
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Nossa como ela é legal!
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Nossos políticos aceitam de bom grado..aliás vivemos um momento extraordinário!
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,De muito crescimento e desenvolvimento.
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,"O país esta em excelente fase, assim, se justifica (será que se justificaria em algum momento?) esses valores absurdos...mas recorrer e quem?"
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,Como é gostoso gastar dinheiro dos contribuintes !!!
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,Nota dez com louvor!
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Sem chance a sua volta pelo belo (?) conjunto da obra.
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,"Está subestimando o nosso ""glorioso"" sindicalismo e a ignorancia conveniente do nosso povo."
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,Este Homem Mais Honesto do Mundo não vai se candidatar.
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,dançou com as irregularidades e sofreu um declínio moral e ético!
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,então a reforma politica é mais do que nécessaria regras e punições mais claras e severas para as regras do jogo politico !
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,"vereadores , deputados , senadores , prefeitos , governadores, presidente da republica são pessoas publicas"
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"O resto é culpando a oposição, o resto do mundo, o et de varginha pela incompetência deste governo/partido ."
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,"Os que não foram flagrados na lambança, estão aí, posando de santinhos, mas a verdade é uma só : empresários NUNCA doam, eles emprestam na época eleitoral pra cobrar mais adiante."
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,"Delcídio era um ""negociante"" Tuctucano, porém, os eleitores não receberam esta ""pequenina"" informação!"
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.5,1.0,"Uma delação feita no primeiro dia de julho de 2015, contém acusação contra o Aecim, no entanto, só ""vazou"" agora em janeiro de 2016 !!!"
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"Porém, chegou o momento amargo de dizer que o doce acabou e agora, que segurem as pontas daqueles viciados e desesperados por doce, que clamam por uma pitada que seja, daquilo que acabou."
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Ja estão atras de um lider, problema é achar um limpinho."
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,"Um verdadeiro Lord, um fidalgo falando!"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,1.0,"""Quase chego às lágrimas!""."
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,Estou comovido com tanta contrição e surpresa.
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,Única verdade absoluta neste (des)governo é que está tudo errado...
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,Vish... Desenvolvimentismo?
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,Em 2002 comentei: Quem nunca lambeu mel; acaba se lambuzando.
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,"Obrigado ministro, pelo menos, as idéias são pares, ne?"
0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"Nem que a vaca tussa vou tirar direitos dos trabalhadores, sei..."
0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,"Jaques está de parabéns, o meu final de ano me lambuzei de arroz com farofa a carne ficou pra quem, adivinhem, claro Pra Turma do maiusculo"
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,1.0,"Agora, o mi mi mi deste elemento aí."
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,"Não há dúvida, nosso ""pravda"" bolivarizou de vez..."
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,1.0,"Quer dizer então que a culpa pelo fiasco é da opos$$ç**o e da ""crise"" externa."
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,É fácil gastar o dinheiro dos outros né ?
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,O Sr. quis dizer lambuzou foi a $$$$$ que pegaram ?
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,O universo da politica suas engrenagens os médotos do exercicio politico !
0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,A presidenta não sabia de nada !!!??
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,Será mesmo que só foram comer melado após chegarem à presidência da República?
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Se o impeachment não ocorrer, novas explicações serão dadas pela turminha para justificar o malogro."
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"Sugestão para o entrevistado: que tal assumir a Fazenda e com a ajuda da atual Mãe Menininha do Gantois, nos tirar do buraco profundo em que estamos metidos?"
0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,confirmado pelo TCU que rejeitou as contas de dilma.... nao sabe o que falar : fala qualquer coisa .
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,1.0,"bandidagem é ser ""politizado""???"
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,(Fora a honestidade do Lula)
0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,"Jaques Wagner falou a verdade e por isso suas declarações tiveram essa repercussão negativa, entre os petistas."
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,"Uma coisa temos que admitir, os pestistas primam pela originalidade: todos são mentirosos."
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,"O ptzão acabou turma que o defende até hoje, voces hoje são um balaio de ratos, alguns pulam fora, outros acostumados com a teta se revoltam e dizem o que pensa este é o caso do Jaques, na próxima eleição voces terão que mudar para cuba para não serem presos."
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,"Eu escrevo lindas palavras do partido, do ex e da presidan, taí, não publicam. "
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,Sera´que escrevo mal ou bem demais
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,A grande obra de Lula foi não ter feito nenhuma das bravatas demagógicas que ele e seu PT prometeram ao longo de anos.
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,"Sim, o grande feito delle foi não fazer nada, quando sua aprendiz começou a fazer, por ordens delle, deu no que estamos vendo!"
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,"""Com a responsabilidade que ele tem, deveria ser menos metafórico e mais politizado nas suas declarações"", reagiu Tarso.(será que de responsabilidade ele entende?)"
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,Belíssimo modelo de ética e moral dos vermelhos chupins.
0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,"Veja que hoje o governo ""democrático"" de lá está na tentativa de impedir a posse dos representantes eleitos da oposição."
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"Os bonitos donos da razão não tem a humildade para sobreviver a críticas, tem que cometer os erros e ainda sim estar mentindo para população."
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,"O governo jamais se afastou de suas bases sociais, muito pelo contrário, sempre irrigou esses movimentos ditos sociais com fartas e generosas verbas públicas."
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"autarquias e agências reguladoras com comissários do partido, falar em governo supra-partidário é uma tremenda infantilidade."
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,"Acontece que a Lava Jato está, cada dia mais e devagar, desmistificando a santa alma de São Luiz Inácio 51."
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,"Junto com aquele mais honesto do país, que tinham até que canonizá lo de tão Santo que é!"
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"Tenho que postar aos pedaços porque sou censurado, ou desculpem, sofro moderação!, se envio o texto completo."
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,"pelo menos o MTST está sendo coerente não indo apoiar o pixuleco , aliás eles poderiam ir lá dar um pulinho no triplex e ocupá-lo , pois não é de ninguém pelo que afirmam os investigados ..."
